tourney_name,surface,year,player,ranking,hand,1st_serve_pct,1st_serve_won,2nd_serve_won,bp_save_rate,ace_rate,df_rate,result
Pune,Hard,2019,Ramkumar Ramanathan,132.0,,71.11111111111111,76.5625,49.99999999807692,33.33333333333333,10.0,6.666666666666667,Winner
Pune,Hard,2019,Evgeny Donskoy,97.0,,63.30275229357798,71.01449275362319,47.499999998812505,62.5,6.422018348623854,0.0,Winner
Pune,Hard,2019,Ivo Karlovic,100.0,,61.81818181818181,85.29411764705883,71.42857142517008,,23.636363636363637,1.8181818181818181,Winner
Pune,Hard,2019,Ernests Gulbis,95.0,,59.80392156862745,73.77049180327869,56.097560974241524,77.77777777777779,13.725490196078432,5.88235294117647,Winner
Auckland,Hard,2019,Tennys Sandgren,63.0,,59.67741935483871,75.67567567567568,51.99999999792,80.0,11.29032258064516,3.225806451612903,Winner
Auckland,Hard,2019,Cameron Norrie,93.0,,73.7864077669903,73.68421052631578,44.44444444279835,80.0,16.50485436893204,4.854368932038835,Winner
Auckland,Hard,2019,Tennys Sandgren,63.0,,70.2127659574468,93.93939393939394,49.99999999642857,100.0,19.148936170212767,0.0,Winner
Auckland,Hard,2019,Cameron Norrie,93.0,,62.33766233766234,81.25,51.724137929250894,100.0,14.285714285714285,0.0,Winner
Auckland,Hard,2019,Jan Lennard Struff,58.0,,64.0,82.5,44.444444443456796,50.0,17.599999999999998,2.4,Winner
Auckland,Hard,2019,Tennys Sandgren,63.0,,62.121212121212125,82.92682926829268,59.99999999759999,,16.666666666666664,1.5151515151515151,Winner
Auckland,Hard,2019,Philipp Kohlschreiber,34.0,,66.0377358490566,77.14285714285715,55.55555555246914,100.0,9.433962264150944,1.8867924528301887,Winner
Auckland,Hard,2019,Taylor Fritz,50.0,,66.27906976744185,78.94736842105263,48.275862067300835,75.0,13.953488372093023,2.3255813953488373,Winner
Auckland,Hard,2019,Cameron Norrie,93.0,,73.97260273972603,77.77777777777779,63.157894733518006,100.0,8.21917808219178,2.73972602739726,Winner
Auckland,Hard,2019,Pablo Carreno Busta,24.0,,25.0,100.0,49.99999999166667,,0.0,0.0,Winner
Auckland,Hard,2019,Jan Lennard Struff,58.0,,60.416666666666664,82.75862068965517,63.157894733518006,100.0,25.0,0.0,Winner
Auckland,Hard,2019,Leonardo Mayer,54.0,,65.78947368421053,72.0,58.974358972846815,83.33333333333334,6.140350877192982,6.140350877192982,Winner
Auckland,Hard,2019,Tennys Sandgren,63.0,,74.46808510638297,88.57142857142857,49.999999995833335,,27.659574468085108,0.0,Winner
Auckland,Hard,2019,Philipp Kohlschreiber,34.0,,69.76744186046511,93.33333333333333,92.30769230059171,,6.976744186046512,0.0,Winner
Auckland,Hard,2019,Fabio Fognini,13.0,,69.52380952380952,69.86301369863014,46.87499999853516,70.0,4.761904761904762,3.8095238095238098,Winner
Auckland,Hard,2019,Taylor Fritz,50.0,,59.09090909090909,88.46153846153845,49.999999998611116,83.33333333333334,13.636363636363635,4.545454545454546,Winner
Auckland,Hard,2019,Cameron Norrie,93.0,,79.24528301886792,78.57142857142857,63.63636363057851,100.0,3.7735849056603774,1.8867924528301887,Winner
Auckland,Hard,2019,Joao Sousa,44.0,,59.04761904761905,66.12903225806451,41.86046511530557,66.66666666666666,2.857142857142857,2.857142857142857,Winner
Auckland,Hard,2019,David Ferrer,124.0,,70.0,75.0,66.66666666111111,50.0,7.5,2.5,Winner
Auckland,Hard,2019,Jan Lennard Struff,58.0,,50.943396226415096,77.77777777777779,49.99999999807692,75.0,0.0,9.433962264150944,Winner
Auckland,Hard,2019,Jose Rubin Statham,360.0,,61.904761904761905,74.35897435897436,49.99999999791667,50.0,3.1746031746031744,7.936507936507936,Winner
Auckland,Hard,2019,Leonardo Mayer,54.0,,52.54237288135594,70.96774193548387,67.85714285471938,50.0,3.389830508474576,3.389830508474576,Winner
Auckland,Hard,2019,Matteo Berrettini,52.0,,65.57377049180327,80.0,52.38095237845805,66.66666666666666,22.950819672131146,3.278688524590164,Winner
Auckland,Hard,2019,Tennys Sandgren,63.0,,53.03030303030303,71.42857142857143,58.0645161271592,66.66666666666666,9.090909090909092,1.5151515151515151,Winner
Auckland,Hard,2019,Ugo Humbert,98.0,,58.620689655172406,76.47058823529412,62.49999999739584,50.0,10.344827586206897,5.172413793103448,Winner
Auckland,Hard,2019,Philipp Kohlschreiber,34.0,,57.377049180327866,77.14285714285715,69.23076922810651,0.0,0.0,1.639344262295082,Winner
Auckland,Hard,2019,Peter Gojowczyk,60.0,,48.888888888888886,65.9090909090909,54.347826085775054,71.42857142857143,6.666666666666667,8.88888888888889,Winner
Sydney,Hard,2019,Alex De Minaur,29.0,,73.17073170731707,75.0,31.818181816735535,0.0,4.878048780487805,4.878048780487805,Winner
Sydney,Hard,2019,Andreas Seppi,37.0,,60.60606060606061,65.0,61.53846153609468,62.5,4.545454545454546,1.5151515151515151,Winner
Sydney,Hard,2019,Alex De Minaur,29.0,,56.451612903225815,77.14285714285715,66.66666666419752,100.0,1.6129032258064515,0.0,Winner
Sydney,Hard,2019,Andreas Seppi,37.0,,57.14285714285714,72.91666666666666,74.99999999791667,85.71428571428571,2.380952380952381,0.0,Winner
Sydney,Hard,2019,Diego Schwartzman,19.0,,61.33333333333333,82.6086956521739,58.62068965315102,0.0,9.333333333333334,1.3333333333333335,Winner
Sydney,Hard,2019,Gilles Simon,31.0,,66.66666666666666,70.0,56.66666666477778,55.55555555555556,2.2222222222222223,1.1111111111111112,Winner
Sydney,Hard,2019,Alex De Minaur,29.0,,66.66666666666666,70.0,51.99999999792,57.14285714285714,2.666666666666667,0.0,Winner
Sydney,Hard,2019,Stefanos Tsitsipas,15.0,,67.85714285714286,73.68421052631578,55.55555555246914,0.0,14.285714285714285,1.7857142857142856,Winner
Sydney,Hard,2019,Andreas Seppi,37.0,,69.73684210526315,73.58490566037736,30.4347826073724,66.66666666666666,14.473684210526317,5.263157894736842,Winner
Sydney,Hard,2019,Diego Schwartzman,19.0,,50.0,81.81818181818183,63.63636363347107,0.0,2.272727272727273,6.8181818181818175,Winner
Sydney,Hard,2019,Yoshihito Nishioka,75.0,,68.25396825396825,65.11627906976744,54.99999999725,83.33333333333334,1.5873015873015872,1.5873015873015872,Winner
Sydney,Hard,2019,John Millman,38.0,,68.42105263157895,71.7948717948718,72.22222221820988,50.0,0.0,3.508771929824561,Winner
Sydney,Hard,2019,Gilles Simon,31.0,,69.36936936936937,79.22077922077922,41.17647058702423,66.66666666666666,4.504504504504505,0.0,Winner
Sydney,Hard,2019,Alex De Minaur,29.0,,55.00000000000001,87.87878787878788,70.37037036776405,,5.0,1.6666666666666667,Winner
Sydney,Hard,2019,Jordan Thompson,72.0,,70.23809523809523,72.88135593220339,47.99999999808,40.0,10.714285714285714,2.380952380952381,Winner
Sydney,Hard,2019,Guido Andreozzi,80.0,,56.98924731182796,73.58490566037736,49.999999998750006,66.66666666666666,7.526881720430108,5.376344086021505,Winner
Sydney,Hard,2019,Martin Klizan,40.0,,53.50877192982456,78.68852459016394,52.83018867824849,60.0,2.631578947368421,1.7543859649122806,Winner
Sydney,Hard,2019,Andreas Seppi,37.0,,50.526315789473685,83.33333333333334,40.4255319140335,71.42857142857143,9.473684210526317,5.263157894736842,Winner
Sydney,Hard,2019,Guillermo Garcia Lopez,101.0,,58.44155844155844,64.44444444444444,49.9999999984375,66.66666666666666,3.896103896103896,1.2987012987012987,Winner
Sydney,Hard,2019,Yoshihito Nishioka,75.0,,65.95744680851064,70.96774193548387,93.74999999414062,100.0,4.25531914893617,0.0,Winner
Sydney,Hard,2019,Andrey Rublev,84.0,,65.0,92.3076923076923,57.142857138775504,,10.0,5.0,Winner
Sydney,Hard,2019,Marton Fucsovics,35.0,,56.57894736842105,74.4186046511628,57.57575757401286,0.0,2.631578947368421,5.263157894736842,Winner
Sydney,Hard,2019,John Millman,38.0,,56.36363636363636,75.80645161290323,45.83333333237847,20.0,10.909090909090908,2.727272727272727,Winner
Sydney,Hard,2019,Sam Querrey,48.0,,65.38461538461539,100.0,77.77777776913581,,30.76923076923077,3.8461538461538463,Winner
Sydney,Hard,2019,Alex De Minaur,29.0,,61.29032258064516,78.94736842105263,49.99999999791667,66.66666666666666,3.225806451612903,1.6129032258064515,Winner
Sydney,Hard,2019,Reilly Opelka,102.0,,73.46938775510205,91.66666666666666,61.538461533727805,,32.6530612244898,0.0,Winner
Sydney,Hard,2019,Jordan Thompson,72.0,,65.71428571428571,67.3913043478261,62.49999999739584,100.0,8.571428571428571,1.4285714285714286,Winner
Australian Open,Hard,2019,Novak Djokovic,1.0,,72.46376811594203,80.0,84.21052631135734,100.0,11.594202898550725,0.0,Winner
Australian Open,Hard,2019,Stefanos Tsitsipas,15.0,,59.57446808510638,77.67857142857143,64.47368420967797,100.0,10.638297872340425,0.5319148936170213,Winner
Australian Open,Hard,2019,Milos Raonic,17.0,,69.23076923076923,79.62962962962963,54.166666664409725,0.0,19.230769230769234,1.282051282051282,Winner
Australian Open,Hard,2019,Frances Tiafoe,39.0,,70.17543859649122,80.0,55.88235293953288,66.66666666666666,8.771929824561402,1.7543859649122806,Winner
Australian Open,Hard,2019,Roberto Bautista Agut,24.0,,68.83116883116884,69.81132075471697,68.74999999856772,60.0,6.493506493506493,1.948051948051948,Winner
Australian Open,Hard,2019,Alexei Popyrin,149.0,,60.91954022988506,75.47169811320755,64.70588235103807,100.0,14.942528735632186,3.4482758620689653,Winner
Australian Open,Hard,2019,Novak Djokovic,1.0,,68.96551724137932,85.0,88.88888887901234,,6.896551724137931,3.4482758620689653,Winner
Australian Open,Hard,2019,Reilly Opelka,97.0,,57.615894039735096,85.0574712643678,65.62499999897462,50.0,26.490066225165563,3.9735099337748347,Winner
Australian Open,Hard,2019,Roberto Bautista Agut,24.0,,65.11627906976744,82.14285714285714,49.99999999833334,0.0,5.813953488372093,2.3255813953488373,Winner
Australian Open,Hard,2019,Lucas Pouille,31.0,,65.18518518518519,82.95454545454545,55.31914893499321,66.66666666666666,14.074074074074074,1.4814814814814816,Winner
Australian Open,Hard,2019,Pablo Carreno Busta,23.0,,70.09345794392523,64.0,49.9999999984375,57.14285714285714,9.345794392523365,2.803738317757009,Winner
Australian Open,Hard,2019,Tomas Berdych,57.0,,65.33333333333333,87.75510204081633,57.69230769008876,100.0,16.0,1.3333333333333335,Winner
Australian Open,Hard,2019,Rafael Nadal,2.0,,65.57377049180327,85.0,71.42857142517008,100.0,8.19672131147541,0.0,Winner
Australian Open,Hard,2019,Novak Djokovic,1.0,,66.66666666666666,72.61904761904762,49.99999999880953,77.77777777777779,4.761904761904762,3.968253968253968,Winner
Australian Open,Hard,2019,Lucas Pouille,31.0,,65.57377049180327,83.75,57.142857141496606,0.0,11.475409836065573,3.278688524590164,Winner
Australian Open,Hard,2019,Filip Krajinovic,93.0,,59.23076923076923,81.81818181818183,39.62264150868637,14.285714285714285,15.384615384615385,2.307692307692308,Winner
Australian Open,Hard,2019,Tomas Berdych,57.0,,58.04195804195804,83.13253012048193,48.33333333252778,87.5,13.286713286713287,0.6993006993006993,Winner
Australian Open,Hard,2019,Stefanos Tsitsipas,15.0,,63.358778625954194,78.3132530120482,54.1666666655382,50.0,13.740458015267176,0.7633587786259541,Winner
Australian Open,Hard,2019,Frances Tiafoe,39.0,,64.73684210526316,66.66666666666666,49.25373134254845,83.33333333333334,5.263157894736842,2.1052631578947367,Winner
Australian Open,Hard,2019,Daniil Medvedev,19.0,,65.88235294117646,85.71428571428571,34.48275861950059,25.0,8.235294117647058,2.3529411764705883,Winner
Australian Open,Hard,2019,Stefanos Tsitsipas,15.0,,57.36434108527132,83.78378378378379,49.09090909001653,25.0,17.05426356589147,2.3255813953488373,Winner
Australian Open,Hard,2019,Kei Nishikori,9.0,,61.35265700483091,73.22834645669292,42.49999999946875,57.14285714285714,7.246376811594203,0.966183574879227,Winner
Australian Open,Hard,2019,Pierre Hugues Herbert,55.0,,64.58333333333334,79.03225806451613,47.05882352802769,0.0,13.541666666666666,3.125,Winner
Australian Open,Hard,2019,Novak Djokovic,1.0,,61.111111111111114,74.54545454545455,62.85714285534695,40.0,5.555555555555555,4.444444444444445,Winner
Australian Open,Hard,2019,Marin Cilic,7.0,,58.16993464052288,82.02247191011236,51.56249999919433,66.66666666666666,5.228758169934641,3.2679738562091507,Winner
Australian Open,Hard,2019,Rafael Nadal,2.0,,74.71264367816092,81.53846153846153,36.36363636198347,100.0,6.896551724137931,6.896551724137931,Winner
Australian Open,Hard,2019,Novak Djokovic,1.0,,71.69811320754717,84.21052631578947,86.6666666608889,,11.320754716981133,0.0,Winner
Australian Open,Hard,2019,Alex Bolt,155.0,,55.92105263157895,68.23529411764706,56.71641790960125,50.0,7.236842105263158,1.9736842105263157,Winner
Australian Open,Hard,2019,Taylor Fritz,50.0,,68.36158192090396,72.72727272727273,55.35714285615434,92.3076923076923,8.47457627118644,1.1299435028248588,Winner
Australian Open,Hard,2019,Andreas Seppi,35.0,,57.407407407407405,80.64516129032258,60.869565216068054,83.33333333333334,11.11111111111111,4.62962962962963,Winner
Australian Open,Hard,2019,Joao Sousa,44.0,,71.8232044198895,76.15384615384615,50.98039215586313,87.5,15.469613259668508,0.5524861878453038,Winner
Australian Open,Hard,2019,Novak Djokovic,1.0,,73.84615384615385,85.41666666666666,58.823529408304495,50.0,9.230769230769232,3.076923076923077,Winner
Australian Open,Hard,2019,Roger Federer,3.0,,62.62626262626263,83.87096774193549,64.86486486311178,66.66666666666666,11.11111111111111,1.0101010101010102,Winner
Australian Open,Hard,2019,Kei Nishikori,9.0,,66.97247706422019,72.6027397260274,55.55555555401235,75.0,5.5045871559633035,2.7522935779816518,Winner
Australian Open,Hard,2019,Stefanos Tsitsipas,15.0,,64.64646464646465,78.125,68.57142856946939,50.0,14.14141414141414,2.0202020202020203,Winner
Australian Open,Hard,2019,Daniil Medvedev,19.0,,59.72222222222222,79.06976744186046,62.06896551510107,100.0,9.722222222222223,5.555555555555555,Winner
Australian Open,Hard,2019,Diego Schwartzman,16.0,,64.70588235294117,81.81818181818183,63.33333333122222,66.66666666666666,10.588235294117647,2.3529411764705883,Winner
Australian Open,Hard,2019,Nikoloz Basilashvili,20.0,,62.06896551724138,72.22222222222221,49.09090909001653,66.66666666666666,7.586206896551724,6.206896551724138,Winner
Australian Open,Hard,2019,Nikoloz Basilashvili,20.0,,62.04379562043796,71.76470588235294,42.3076923068787,40.0,6.569343065693431,8.75912408759124,Winner
Australian Open,Hard,2019,Pablo Carreno Busta,23.0,,69.23076923076923,76.85185185185185,52.08333333224827,50.0,12.82051282051282,1.9230769230769231,Winner
Australian Open,Hard,2019,Fernando Verdasco,28.0,,66.66666666666666,79.3103448275862,58.62068965315102,50.0,24.137931034482758,6.896551724137931,Winner
Australian Open,Hard,2019,Alex De Minaur,29.0,,62.2093023255814,67.28971962616822,53.84615384532544,69.23076923076923,2.9069767441860463,4.069767441860465,Winner
Australian Open,Hard,2019,Gilles Simon,30.0,,58.06451612903226,85.18518518518519,53.846153844773184,75.0,10.75268817204301,3.225806451612903,Winner
Australian Open,Hard,2019,Daniel Evans,189.0,,62.62626262626263,79.03225806451613,59.45945945785245,100.0,9.090909090909092,2.0202020202020203,Winner
Australian Open,Hard,2019,Taro Daniel,82.0,,62.295081967213115,73.68421052631578,43.478260867674855,71.42857142857143,4.918032786885246,3.278688524590164,Winner
Australian Open,Hard,2019,Maximilian Marterer,71.0,,75.32467532467533,68.96551724137932,68.42105262797784,50.0,16.883116883116884,1.2987012987012987,Winner
Australian Open,Hard,2019,Frances Tiafoe,39.0,,65.55555555555556,76.27118644067797,61.290322578668054,66.66666666666666,7.777777777777778,3.3333333333333335,Winner
Australian Open,Hard,2019,Novak Djokovic,1.0,,70.11494252873564,73.77049180327869,69.23076922810651,60.0,13.793103448275861,1.1494252873563218,Winner
Australian Open,Hard,2019,Rafael Nadal,2.0,,66.66666666666666,74.07407407407408,59.259259257064464,33.33333333333333,7.4074074074074066,2.4691358024691357,Winner
